Mod:Item:MetaData, Localized Name
storagedrawers:basicdrawers:2, Standard-Schubfächer 2x2
storagedrawers:basicdrawers:2, Standard-Schubfächer 2x2
storagedrawers:basicdrawers:2, Standard-Schubfächer 2x2
storagedrawers:basicdrawers:2, Standard-Schubfächer 2x2
storagedrawers:basicdrawers:2, Standard-Schubfächer 2x2
storagedrawers:basicdrawers:3, Kompakte Schubfächer 1x2
storagedrawers:basicdrawers:3, Kompakte Schubfächer 1x2
storagedrawers:basicdrawers:3, Kompakte Schubfächer 1x2
storagedrawers:basicdrawers:3, Kompakte Schubfächer 1x2
storagedrawers:basicdrawers:3, Kompakte Schubfächer 1x2
storagedrawers:basicdrawers:3, Kompakte Schubfächer 1x2
storagedrawers:basicdrawers:4, Kompakte Schubfächer 2x2
storagedrawers:basicdrawers:4, Kompakte Schubfächer 2x2
storagedrawers:basicdrawers:4, Kompakte Schubfächer 2x2
storagedrawers:basicdrawers:4, Kompakte Schubfächer 2x2
storagedrawers:basicdrawers:4, Kompakte Schubfächer 2x2
storagedrawers:basicdrawers:4, Kompakte Schubfächer 2x2
storagedrawers:keybutton:0, Schubfachschlüssel-Knopf
storagedrawers:keybutton:1, Verbergungsschlüssel-Knopf
storagedrawers:keybutton:2, Persönlicher Schlüssel-Knopf
storagedrawers:keybutton:3, Füllstandschlüssel-Knopf
storagedrawers:compdrawers, Verdichtendes Schubfach
storagedrawers:controller, Schubfach-Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Eichenverkleidung
storagedrawers:trim:1, Fichtenverkleidung
storagedrawers:trim:2, Birkenverkleidung
storagedrawers:trim:3, Tropenholzverkleidung
storagedrawers:trim:4, Akazienverkleidung
storagedrawers:trim:5, Schwarzeichenverkleidung
storagedrawers:framingtable, Rahmen-Werkbank
storagedrawers:customdrawers:0, Umrahmtes Schubfach
storagedrawers:customdrawers:1, Umrahmte Schubfächer 1x2
storagedrawers:customdrawers:2, Umrahmte Schubfächer 2x2
storagedrawers:customdrawers:3, Umrahmte Kompakte Schubfächer 1x2
storagedrawers:customdrawers:4, Umrahmte Kompakte Schubfächer 2x2
storagedrawers:customtrim, Umrahmte Verkleidung
compactdrawers:compact_drawer_2by1, Verdichtende Schubfächer 1x2
compactdrawers:compact_drawer_2by1_half, Kompakte Verdichtende Schubfächer 1x2
compactdrawers:compact_drawer_half, Kompakte Verdichtende Schubfächer
ci:iron_nugget_bag, Eisen Nugget Tasche
ci:gold_nugget_bag, Gold Nugget Tasche
ci:wheat_seeds_sack, Weizenkörner-Sack
ci:carrot_sack, Karottensack
ci:melon_seeds_sack, Melonenkern-Sack
ci:pumpkin_seeds_sack, Kürbiskern-Sack
ci:potato_sack, Kartoffelsack
ci:beetroot_sack, Sack of Beetroot
ci:beetroot_seeds_sack, Rote-Bete-Samen-Sack
ci:gunpowder_sack, Schwarzpulversack
ci:set_of_eggs, Eier-Set
ci:sugar_sack, Zuckersack
ci:iron_nugget_sack, Eisennuggetsack
ci:gold_nugget_sack, Goldnuggetsack
ci:leather_block, Lederblock
ci:pillow_block, Kissenblock
ci:nether_star_block, Nethersternblock
ci:charcoal_block, Holzkohleblock
ci:sugar_cane_block, Zuckerrohrblock
ci:totem_block, Totemblock
ci:wallpaper_block, Tapetenblock
ci:flint_block, Feuersteinblock
ci:branches_block, Geästblock
ci:apple_block, Apfelblock
ci:golden_apple_block, Goldener Apfelblock
ci:ender_pearl_block, Enderperlenblock
ci:blaze_rod_block, Lohenrutenblock
randomportals:vertical_end_portal_frame, Vertical End Portal Frame
randomportals:upside_down_end_portal_frame, Upside Down End Portal Frame
minecraft:end_portal, Lateral End Portal
randomportals:vertical_end_portal, Vertical End Portal
randomportals:upside_down_end_portal, Upside Down End Portal
randomportals:white_vertical_nether_portal, White Vertical Portal
randomportals:white_lateral_nether_portal, White Lateral Portal
randomportals:orange_vertical_nether_portal, Orange Vertical Portal
randomportals:orange_lateral_nether_portal, Orange Lateral Portal
randomportals:magenta_vertical_nether_portal, Magenta Vertical Portal
randomportals:magenta_lateral_nether_portal, Magenta Lateral Portal
randomportals:light_blue_vertical_nether_portal, Light Blue Vertical Portal
randomportals:light_blue_lateral_nether_portal, Light Blue Lateral Portal
randomportals:yellow_vertical_nether_portal, Yellow Vertical Portal
randomportals:yellow_lateral_nether_portal, Yellow Lateral Portal
randomportals:lime_vertical_nether_portal, Lime Vertical Portal
randomportals:lime_lateral_nether_portal, Lime Lateral Portal
randomportals:pink_vertical_nether_portal, Pink Vertical Portal
randomportals:pink_lateral_nether_portal, Pink Lateral Portal
randomportals:gray_vertical_nether_portal, Gray Vertical Portal
randomportals:gray_lateral_nether_portal, Gray Lateral Portal
randomportals:silver_vertical_nether_portal, Silver Vertical Portal
randomportals:silver_lateral_nether_portal, Silver Lateral Portal
randomportals:cyan_vertical_nether_portal, Cyan Vertical Portal
randomportals:cyan_lateral_nether_portal, Cyan Lateral Portal
minecraft:portal, Purple Vertical Portal
randomportals:purple_lateral_nether_portal, Purple Lateral Portal
randomportals:blue_vertical_nether_portal, Blue Vertical Portal
randomportals:blue_lateral_nether_portal, Blue Lateral Portal
randomportals:brown_vertical_nether_portal, Brown Vertical Portal
randomportals:brown_lateral_nether_portal, Brown Lateral Portal
randomportals:green_vertical_nether_portal, Green Vertical Portal
randomportals:green_lateral_nether_portal, Green Lateral Portal
randomportals:red_vertical_nether_portal, Red Vertical Portal
randomportals:red_lateral_nether_portal, Red Lateral Portal
randomportals:black_vertical_nether_portal, Black Vertical Portal
randomportals:black_lateral_nether_portal, Black Lateral Portal
minecraft:end_gateway, End Gateway
mocreatures:kittybed_white, White Kitty Bed
mocreatures:kittybed_orange, Orange Kitty Bed
mocreatures:kittybed_magenta, Magenta Kitty Bed
mocreatures:kittybed_light_blue, item.kittybed_light_blue.name
mocreatures:kittybed_yellow, Yellow Kitty Bed
mocreatures:kittybed_lime, Lime Kitty Bed
mocreatures:kittybed_pink, Pink Kitty Bed
mocreatures:kittybed_gray, Gray Kitty Bed
mocreatures:kittybed_silver, Silver Kitty Bed
mocreatures:kittybed_cyan, Cyan Kitty Bed
mocreatures:kittybed_purple, Purple Kitty Bed
mocreatures:kittybed_blue, Blue Kitty Bed
mocreatures:kittybed_brown, Brown Kitty Bed
mocreatures:kittybed_green, Green Kitty Bed
mocreatures:kittybed_red, Red Kitty Bed
mocreatures:kittybed_black, Black Kitty Bed
mocreatures:horsesaddle, Crafted Saddle
mocreatures:sharkteeth, Shark Teeth
mocreatures:haystack, Hay Stack
mocreatures:sugarlump, Sugar Lump
mocreatures:mocegg:0, Blue Fish Egg
mocreatures:mocegg:1, Regal Blue Fish Egg
mocreatures:mocegg:2, Orange White Stripe Fish Egg
mocreatures:mocegg:3, Light Blue Fish Egg
mocreatures:mocegg:4, Green Yellow Fish Egg
mocreatures:mocegg:5, Green Fish Egg
mocreatures:mocegg:6, Purple Fish Egg
mocreatures:mocegg:7, Yellow Fish Egg
mocreatures:mocegg:8, Orange Blue Stripe Fish Egg
mocreatures:mocegg:9, Black White Fish Egg
mocreatures:mocegg:80, Anchovy Egg
mocreatures:mocegg:81, Angelfish Egg
mocreatures:mocegg:82, Angler Egg
mocreatures:mocegg:83, Clownfish Egg
mocreatures:mocegg:84, Goldfish Egg
mocreatures:mocegg:85, Hippotang Egg
mocreatures:mocegg:86, Manderin Egg
mocreatures:mocegg:70, Salmon Egg
mocreatures:mocegg:71, Cod Egg
mocreatures:mocegg:72, Bass Egg
mocreatures:mocegg:90, Piranha Egg
mocreatures:mocegg:11, Shark Egg
mocreatures:mocegg:21, Dark Snake Egg
mocreatures:mocegg:22, Spotted Snake Egg
mocreatures:mocegg:23, Orange Snake Egg
mocreatures:mocegg:24, Green Snake Egg
mocreatures:mocegg:25, Coral Snake Egg
mocreatures:mocegg:26, Cobra Snake Egg
mocreatures:mocegg:27, Rattle Snake Egg
mocreatures:mocegg:30, Ostrich Egg
mocreatures:mocegg:31, Ostrich Egg
mocreatures:mocegg:33, Komodo Egg
mocreatures:mocegg:41, Dirt Scorpion Egg
mocreatures:mocegg:42, Cave Scorpion Egg
mocreatures:mocegg:43, Nether Scorpion Egg
mocreatures:mocegg:44, Frost Scorpion Egg
mocreatures:mocegg:45, Undead Scorpion Egg
mocreatures:mocegg:50, Jungle Wyvern Egg
mocreatures:mocegg:51, Swamp Wyvern Egg
mocreatures:mocegg:52, Savanna Wyvern Egg
mocreatures:mocegg:53, Sand Wyvern Egg
mocreatures:mocegg:54, Mother Wyvern Egg
mocreatures:mocegg:55, Undead Wyvern Egg
mocreatures:mocegg:56, Light Wyvern Egg
mocreatures:mocegg:57, Dark Wyvern Egg
mocreatures:mocegg:58, Arctic Wyvern Egg
mocreatures:mocegg:59, Cave Wyvern Egg
mocreatures:mocegg:60, Mountain Wyvern Egg
mocreatures:mocegg:61, Sea Wyvern Egg
mocreatures:mocegg:62, Fire Manticore Egg
mocreatures:mocegg:63, Dark Manticore Egg
mocreatures:mocegg:64, Snow Manticore Egg
mocreatures:bigcatclaw, BigCat Claw
mocreatures:whip, Whip
mocreatures:medallion, Medallion
mocreatures:kittylitter, Litter Box
mocreatures:woolball, Wool Ball
mocreatures:petfood, Pet Food
mocreatures:reptilehide, Reptile Hide
mocreatures:reptileplate, Reptile Plate
mocreatures:reptilehelmet, Reptile Helmet
mocreatures:reptilelegs, Reptile Legs
mocreatures:reptileboots, Reptile Boots
mocreatures:fur, Fur
mocreatures:omelet, Omelet
mocreatures:turtleraw, Raw Turtle
mocreatures:turtlesoup, Turtle Soup
mocreatures:staffportal, Wyvern Portal Staff
mocreatures:staffteleport, Staff Teleport
mocreatures:builderhammer, Builder Hammer
mocreatures:nunchaku, Nunchaku
mocreatures:sai, Sai
mocreatures:bo, Bo
mocreatures:katana, Katana
mocreatures:sharksword, Shark Sword
mocreatures:silversword, Silver Sword
mocreatures:essencedarkness, Essence of Darkness
mocreatures:essencefire, Essence of Fire
mocreatures:essenceundead, Essence of Undead
mocreatures:essencelight, Essence of Light
mocreatures:amuletbone:0, Bone Amulet
mocreatures:amuletbonefull:0, Bone Amulet
mocreatures:amuletghost:0, Ghost Amulet
mocreatures:amuletghostfull:0, Ghost Amulet
mocreatures:amuletfairy:0, Fairy Amulet
mocreatures:amuletfairyfull:0, Fairy Amulet
mocreatures:amuletpegasus:0, Sky Amulet
mocreatures:amuletpegasusfull:0, Sky Amulet
mocreatures:fishnet:0, Fish Net
mocreatures:fishnetfull:0, Fish Net
mocreatures:petamulet:0, Pet Amulet
mocreatures:petamuletfull:0, Pet Amulet
mocreatures:furchest, Fur Chest
mocreatures:furhelmet, Fur Helmet
mocreatures:furlegs, Fur Legs
mocreatures:furboots, Fur Boots
mocreatures:heartdarkness, Heart of Darkness
mocreatures:heartfire, Heart of Fire
mocreatures:heartundead, Heart of Undead
mocreatures:ostrichraw, Raw Ostrich
mocreatures:ostrichcooked, Cooked Ostrich
mocreatures:unicornhorn, Unicorn Horn
mocreatures:horsearmorcrystal, Crystal Mount Armor
mocreatures:recordshuffle, Zebra Record
mocreatures:hide, Hide
mocreatures:turkeyraw, Raw Turkey
mocreatures:turkeycooked, Cooked Turkey
mocreatures:hidechest, Hide Chest
mocreatures:hidehelmet, Hide Helmet
mocreatures:hidelegs, Hide Legs
mocreatures:hideboots, Hide Boots
mocreatures:ratraw, Raw Rat
mocreatures:ratcooked, Cooked Rat
mocreatures:ratburger, Rat Burger
mocreatures:chitinblack, Chitin Black
mocreatures:chitinfrost, Chitin Frost
mocreatures:chitinnether, Chitin Nether
mocreatures:chitin, Chitin
mocreatures:scorpsworddirt, Dirt Scorpion Sword
mocreatures:scorpswordfrost, Frost Scorpion Sword
mocreatures:scorpswordcave, Cave Scorpion Sword
mocreatures:scorpswordnether, Nether Scorpion Sword
mocreatures:scorpplatedirt, Dirt Scorpion Plate Chest
mocreatures:scorphelmetdirt, Dirt Scorpion Helmet
mocreatures:scorplegsdirt, Dirt Scorpion Legs
mocreatures:scorpbootsdirt, Dirt Scorpion Boots
mocreatures:scorpplatefrost, Frost Scorpion Plate Chest
mocreatures:scorphelmetfrost, Frost Scorpion Helmet
mocreatures:scorplegsfrost, Frost Scorpion Legs
mocreatures:scorpbootsfrost, Frost Scorpion Boots
mocreatures:scorpplatenether, Nether Scorpion Plate Chest
mocreatures:scorphelmetnether, Nether Scorpion Helmet
mocreatures:scorplegsnether, Nether Scorpion Legs
mocreatures:scorpbootsnether, Nether Scorpion Boots
mocreatures:scorphelmetcave, Cave Scorpion Helmet
mocreatures:scorpplatecave, Cave Scorpion Plate Chest
mocreatures:scorplegscave, Cave Scorpion Legs
mocreatures:scorpbootscave, Cave Scorpion Boots
mocreatures:scorpstingdirt, Dirt Scorpion Sting
mocreatures:scorpstingfrost, Frost Scorpion Sting
mocreatures:scorpstingcave, Cave Scorpion Sting
mocreatures:scorpstingnether, Nether Scorpion Sting
mocreatures:tuskswood, Wood Tusks
mocreatures:tusksiron, Iron Tusks
mocreatures:tusksdiamond, Diamond Tusks
mocreatures:elephantchest, Elephant Chest
mocreatures:elephantgarment, Elephant Garment
mocreatures:elephantharness, Elephant Harness
mocreatures:elephanthowdah, Elephant Howdah
mocreatures:mammothplatform, Mammoth Platform
mocreatures:scrolloffreedom, Scroll of Freedom
mocreatures:scrollofsale, Scroll of Sale
mocreatures:scrollofowner, Scroll of Reset Owner
mocreatures:crabraw, Raw Crab
mocreatures:crabcooked, Cooked Crab
mocreatures:mocstone:0, WyvernLair Stone
mocreatures:mocstone:1, OgreLair Stone
mocreatures:mocgrass:0, WyvernLair Grass
mocreatures:mocgrass:1, OgreLair Grass
mocreatures:mocdirt:0, WyvernLair Dirt
mocreatures:mocdirt:1, OgreLair Dirt
mocreatures:mocleaves:0, WyvernLair Leaves
mocreatures:mocleaves:1, OgreLair Leaves
mocreatures:moclog:0, WyvernLair Log
mocreatures:moclog:1, OgreLair Log
mocreatures:moctallgrass:0, WyvernLair Tall Grass
mocreatures:moctallgrass:1, OgreLair Tall Grass
mocreatures:mocwoodplank:0, WyvernLair Wood Plank
mocreatures:mocwoodplank:1, OgreLair Wood Plank
ebwizardry:arcane_workbench, Arcane Workbench
ebwizardry:crystal_ore, Crystal Ore
ebwizardry:crystal_flower, Crystal Flower
ebwizardry:transportation_stone, Stone of Transportation
ebwizardry:crystal_block:0, Block of Crystal
ebwizardry:crystal_block:1, Block of Fiery Crystal
ebwizardry:crystal_block:2, Block of Icy Crystal
ebwizardry:crystal_block:3, Block of Stormy Crystal
ebwizardry:crystal_block:4, Block of Dark Crystal
ebwizardry:crystal_block:5, Block of Verdant Crystal
ebwizardry:crystal_block:6, Block of Mystical Crystal
ebwizardry:crystal_block:7, Block of Radiant Crystal
ebwizardry:runestone:1, Runestone
ebwizardry:runestone:2, Runestone
ebwizardry:runestone:3, Runestone
ebwizardry:runestone:4, Runestone
ebwizardry:runestone:5, Runestone
ebwizardry:runestone:6, Runestone
ebwizardry:runestone:7, Runestone
ebwizardry:runestone_pedestal:1, Runestone Pedestal
ebwizardry:runestone_pedestal:2, Runestone Pedestal
ebwizardry:runestone_pedestal:3, Runestone Pedestal
ebwizardry:runestone_pedestal:4, Runestone Pedestal
ebwizardry:runestone_pedestal:5, Runestone Pedestal
ebwizardry:runestone_pedestal:6, Runestone Pedestal
ebwizardry:runestone_pedestal:7, Runestone Pedestal
ebwizardry:magic_crystal:0, Magic Crystal
ebwizardry:magic_crystal:1, Fiery Crystal
ebwizardry:magic_crystal:2, Icy Crystal
ebwizardry:magic_crystal:3, Stormy Crystal
ebwizardry:magic_crystal:4, Dark Crystal
ebwizardry:magic_crystal:5, Verdant Crystal
ebwizardry:magic_crystal:6, Mystical Crystal
ebwizardry:magic_crystal:7, Radiant Crystal
ebwizardry:crystal_shard, Magic Crystal Shard
ebwizardry:grand_crystal, Grand Magic Crystal
ebwizardry:wizard_handbook, The Wizard's Handbook
ebwizardry:arcane_tome:1, Tome of Arcana
ebwizardry:arcane_tome:2, Tome of Arcana
ebwizardry:arcane_tome:3, Tome of Arcana
ebwizardry:spell_book:1, Spell Book
ebwizardry:spell_book:2, Spell Book
ebwizardry:spell_book:3, Spell Book
ebwizardry:spell_book:4, Spell Book
ebwizardry:spell_book:5, Spell Book
ebwizardry:spell_book:6, Spell Book
ebwizardry:spell_book:7, Spell Book
ebwizardry:spell_book:8, Spell Book
ebwizardry:spell_book:9, Spell Book
ebwizardry:spell_book:10, Spell Book
ebwizardry:spell_book:11, Spell Book
ebwizardry:spell_book:12, Spell Book
ebwizardry:spell_book:13, Spell Book
ebwizardry:spell_book:14, Spell Book
ebwizardry:spell_book:15, Spell Book
ebwizardry:spell_book:16, Spell Book
ebwizardry:spell_book:17, Spell Book
ebwizardry:spell_book:18, Spell Book
ebwizardry:spell_book:19, Spell Book
ebwizardry:spell_book:20, Spell Book
ebwizardry:spell_book:21, Spell Book
ebwizardry:spell_book:22, Spell Book
ebwizardry:spell_book:23, Spell Book
ebwizardry:spell_book:24, Spell Book
ebwizardry:spell_book:25, Spell Book
ebwizardry:spell_book:26, Spell Book
ebwizardry:spell_book:27, Spell Book
ebwizardry:spell_book:28, Spell Book
ebwizardry:spell_book:29, Spell Book
ebwizardry:spell_book:30, Spell Book
ebwizardry:spell_book:31, Spell Book
ebwizardry:spell_book:32, Spell Book
ebwizardry:spell_book:33, Spell Book
ebwizardry:spell_book:34, Spell Book
ebwizardry:spell_book:35, Spell Book
ebwizardry:spell_book:36, Spell Book
ebwizardry:spell_book:37, Spell Book
ebwizardry:spell_book:38, Spell Book
ebwizardry:spell_book:39, Spell Book
ebwizardry:spell_book:40, Spell Book
ebwizardry:spell_book:41, Spell Book
ebwizardry:spell_book:42, Spell Book
ebwizardry:spell_book:43, Spell Book
ebwizardry:spell_book:44, Spell Book
ebwizardry:spell_book:45, Spell Book
ebwizardry:spell_book:46, Spell Book
ebwizardry:spell_book:47, Spell Book
ebwizardry:spell_book:48, Spell Book
ebwizardry:spell_book:49, Spell Book
ebwizardry:spell_book:50, Spell Book
ebwizardry:spell_book:51, Spell Book
ebwizardry:spell_book:52, Spell Book
ebwizardry:spell_book:53, Spell Book
ebwizardry:spell_book:54, Spell Book
ebwizardry:spell_book:55, Spell Book
ebwizardry:spell_book:56, Spell Book
ebwizardry:spell_book:57, Spell Book
ebwizardry:spell_book:58, Spell Book
ebwizardry:spell_book:59, Spell Book
ebwizardry:spell_book:60, Spell Book
ebwizardry:spell_book:61, Spell Book
ebwizardry:spell_book:62, Spell Book
ebwizardry:spell_book:63, Spell Book
ebwizardry:spell_book:64, Spell Book
ebwizardry:spell_book:65, Spell Book
ebwizardry:spell_book:66, Spell Book
ebwizardry:spell_book:67, Spell Book
ebwizardry:spell_book:68, Spell Book
ebwizardry:spell_book:69, Spell Book
ebwizardry:spell_book:70, Spell Book
ebwizardry:spell_book:71, Spell Book
ebwizardry:spell_book:72, Spell Book
ebwizardry:spell_book:73, Spell Book
ebwizardry:spell_book:74, Spell Book
ebwizardry:spell_book:75, Spell Book
ebwizardry:spell_book:76, Spell Book
ebwizardry:spell_book:77, Spell Book
ebwizardry:spell_book:78, Spell Book
ebwizardry:spell_book:79, Spell Book
ebwizardry:spell_book:80, Spell Book
ebwizardry:spell_book:81, Spell Book
ebwizardry:spell_book:82, Spell Book
ebwizardry:spell_book:83, Spell Book
ebwizardry:spell_book:84, Spell Book
ebwizardry:spell_book:85, Spell Book
ebwizardry:spell_book:86, Spell Book
ebwizardry:spell_book:87, Spell Book
ebwizardry:spell_book:88, Spell Book
ebwizardry:spell_book:89, Spell Book
ebwizardry:spell_book:90, Spell Book
ebwizardry:spell_book:91, Spell Book
ebwizardry:spell_book:92, Spell Book
ebwizardry:spell_book:93, Spell Book
ebwizardry:spell_book:94, Spell Book
ebwizardry:spell_book:95, Spell Book
ebwizardry:spell_book:96, Spell Book
ebwizardry:spell_book:97, Spell Book
ebwizardry:spell_book:98, Spell Book
ebwizardry:spell_book:99, Spell Book
ebwizardry:spell_book:100, Spell Book
ebwizardry:spell_book:101, Spell Book
ebwizardry:spell_book:102, Spell Book
ebwizardry:spell_book:103, Spell Book
ebwizardry:spell_book:104, Spell Book
ebwizardry:spell_book:105, Spell Book
ebwizardry:spell_book:106, Spell Book
ebwizardry:spell_book:107, Spell Book
ebwizardry:spell_book:108, Spell Book
ebwizardry:spell_book:109, Spell Book
ebwizardry:spell_book:110, Spell Book
ebwizardry:spell_book:111, Spell Book
ebwizardry:spell_book:112, Spell Book
ebwizardry:spell_book:113, Spell Book
ebwizardry:spell_book:114, Spell Book
ebwizardry:spell_book:115, Spell Book
ebwizardry:spell_book:116, Spell Book
ebwizardry:spell_book:117, Spell Book
ebwizardry:spell_book:118, Spell Book
ebwizardry:spell_book:119, Spell Book
ebwizardry:spell_book:120, Spell Book
ebwizardry:spell_book:121, Spell Book
ebwizardry:spell_book:122, Spell Book
ebwizardry:spell_book:123, Spell Book
ebwizardry:spell_book:124, Spell Book
ebwizardry:spell_book:125, Spell Book
ebwizardry:spell_book:126, Spell Book
